-0.25,0.0,0.5,1.0,1.0,1.0,1.0
-0.25,0.19999998807907104,0.5,1.0,1.0,1.0,1.0
0.25,0.19999998807907104,0.5,1.0,1.0,1.0,1.0
0.25,0.0,0.5,1.0,1.0,1.0,1.0
0.25,0.19999998807907104,0.5,1.0,0.9254902005195618,0.10588235408067703,1.0
-0.25,0.19999998807907104,0.5,1.0,0.9254902005195618,0.10588235408067703,1.0
-0.25,0.19999998807907104,-0.5,1.0,0.9254902005195618,0.10588235408067703,1.0
0.25,0.19999998807907104,-0.5,1.0,0.9254902005195618,0.10588235408067703,1.0
-0.25,0.0,-0.5,0.08627451211214066,1.0,0.239215686917305,1.0
-0.25,0.19999998807907104,-0.5,0.08627451211214066,1.0,0.239215686917305,1.0
-0.25,0.19999998807907104,0.5,0.08627451211214066,1.0,0.239215686917305,1.0
-0.25,0.0,0.5,0.08627451211214066,1.0,0.239215686917305,1.0
0.25,0.0,0.5,0.08627451211214066,1.0,0.239215686917305,1.0
0.25,0.19999998807907104,0.5,0.08627451211214066,1.0,0.239215686917305,1.0
0.25,0.19999998807907104,-0.5,0.08627451211214066,1.0,0.239215686917305,1.0
0.25,0.0,-0.5,0.08627451211214066,1.0,0.239215686917305,1.0
-0.25,0.0,0.5,0.003921568859368563,0.8156862854957581,1.0,1.0
0.25,0.0,0.5,0.003921568859368563,0.8156862854957581,1.0,1.0
0.25,0.0,-0.5,0.003921568859368563,0.8156862854957581,1.0,1.0
-0.25,0.0,-0.5,0.003921568859368563,0.8156862854957581,1.0,1.0
0.25,0.0,-0.5,0.9647058844566345,0.0,1.0,1.0
0.25,0.19999998807907104,-0.5,0.9647058844566345,0.0,1.0,1.0
-0.25,0.19999998807907104,-0.5,0.9647058844566345,0.0,1.0,1.0
-0.25,0.0,-0.5,0.9647058844566345,0.0,1.0,1.0
